Time,Open,High,Low,Close,Volume
,NTES,NTES,NTES,NTES,NTES
2005-01-03,2.16809944995635,2.1745666720716463,2.097769686321721,2.1204044818878174,16206000
2005-01-04,2.123638668020786,2.131318194865409,2.084431739451565,2.0957491397857666,12838000
2005-01-05,2.0937278342140946,2.1406144759547514,2.0694761827832355,2.0714972019195557,16800000
2005-01-06,2.0694761396898667,2.1098955578996317,2.0314819058461864,2.096961498260498,15280000
2005-01-07,2.082006236232385,2.1272760233795824,2.082006236232385,2.098982334136963,10588000
2005-01-10,2.1018120052883718,2.1220218139437486,2.064221930796188,2.0957491397857666,13350000
2005-01-11,2.0650308891163083,2.0864531982899295,2.00116812701607,2.019761085510254,28102000
2005-01-12,2.021781297743246,2.0399700852851765,1.961152262916812,2.020972967147827,20438000
2005-01-13,2.0128888869292205,2.0880690215605036,2.0128888869292205,2.0553293228149414,14464000
2005-01-14,2.0468409946660415,2.0977694722270637,2.0468409946660415,2.068263292312622,12128000
2005-01-18,2.0371400942472064,2.077963667491068,2.027035194045129,2.0626044273376465,14728000
2005-01-19,2.074326912443989,2.124447077880126,2.030673970822045,2.040374517440796,14218000
2005-01-20,2.0007627747886203,2.03633201242204,1.8888009140307371,1.9255826473236084,41016000
2005-01-21,1.9296254165113633,1.9356882825769792,1.7974537027766975,1.8204928636550903,33262000
2005-01-24,1.8079619616680453,1.8390849942384981,1.669323278741412,1.726718783378601,32102000
2005-01-25,1.738037147744386,1.8107921185265323,1.7291447386231533,1.793007493019104,22066000
2005-01-26,1.7913901461392272,1.818875308260663,1.7764348766918492,1.80028235912323,12480000
2005-01-27,1.803516766378748,1.805537786200325,1.725911416939742,1.756630301475525,20346000
2005-01-28,1.7271237944315012,1.7622888816097266,1.6390093792612717,1.6648778915405273,34636000
2005-01-31,1.6774077224805668,1.7465250044929623,1.6774077224805668,1.703680396080017,22420000
2005-02-01,1.7097438218147472,1.7376331658624566,1.6895340069653335,1.706510305404663,12974000
2005-02-02,1.778456117312265,1.7946238844276958,1.7420785449350524,1.7606714963912964,20692000
2005-02-03,1.7865398628165297,1.7966447646665724,1.755012661557183,1.7683510780334473,20778000
2005-02-04,1.8289799793979091,1.8289799793979091,1.7424822735447867,1.75784170627594,17086000
2005-02-07,1.7206560565766886,1.7376321523795444,1.6470925892943824,1.6842784881591797,23624000
2005-02-08,1.5662539395734119,1.6713446189995187,1.5650413473979188,1.6664942502975464,29818000
2005-02-09,1.6693239652717542,1.684279047185136,1.5678710401677962,1.598185658454895,21888000
2005-02-10,1.6074816467602357,1.6256703350998207,1.558169922527775,1.5723167657852173,20880000
2005-02-11,1.5601907706463116,1.5965683383252094,1.5177504356333993,1.5654453039169312,18458000
2005-02-14,1.5561496133297281,1.6644738477709957,1.5298770301087938,1.619204044342041,20916000
2005-02-15,1.62930830666198,1.6531557915737574,1.6090985018186157,1.632137656211853,11666000
2005-02-16,1.637796430164161,1.637796430164161,1.5844427588024257,1.5965685844421387,13936000
2005-02-17,1.611523759761035,1.6260746734346938,1.58646368155863,1.5965685844421387,10828000
2005-02-18,1.6135445846715248,1.6369879025737282,1.5985893147852137,1.6196074485778809,14476000
2005-02-22,1.6830663302607114,1.689533360606812,1.6426469087600708,1.6426469087600708,57572000
2005-02-23,1.712168267104504,1.7525876865942005,1.6487096917749327,1.6519432067871094,37606000
2005-02-24,1.6491139304521463,1.675790767776078,1.592526740648201,1.6588146686553955,15546000
2005-02-25,1.6790244936572674,1.697617449056992,1.6592190421974649,1.688725233078003,10848000
2005-02-28,1.6850870904430821,1.7259106709719918,1.6761946841656152,1.7158057689666748,11642000
2005-03-01,1.7178269321636948,1.8087706723783037,1.7085305525979526,1.7824980020523071,57520000
2005-03-02,1.7622886844116692,1.8512114204105732,1.7622886844116692,1.8366605043411255,29968000
2005-03-03,1.8277679141055996,1.896885192217471,1.8160463493465704,1.8633371591567993,21048000
2005-03-04,1.8693995702948656,1.8698037355008374,1.816854238819377,1.8516149520874023,19974000
2005-03-07,1.8516152564265163,1.896076712885564,1.841510546411496,1.868591547012329,13040000
2005-03-08,1.8758672826202567,1.9401343921624414,1.864145716435943,1.8920352458953857,15930000
2005-03-09,1.873442664389797,1.91062858260035,1.8188762833756944,1.8237266540527344,18172000
2005-03-10,1.8192799182416846,1.8548491643433214,1.7481416187734213,1.8342351913452148,22988000
2005-03-11,1.7990701680534211,1.8605077243782555,1.7990701680534211,1.829384684562683,9858000
2005-03-14,1.8285766674074153,1.8285766674074153,1.7845193672244528,1.811196208000183,9830000
2005-03-15,1.7873484549267193,1.860507770004733,1.7845191051227354,1.8103876113891602,12250000
2005-03-16,1.8148335050216893,1.8552531157249241,1.7917945427840316,1.8289804458618164,12050000
2005-03-17,1.8289805099290155,1.8467649388170206,1.8144294033097443,1.826959490776062,14520000
2005-03-18,1.8208968634234681,1.843531664135226,1.8208968634234681,1.8330225944519043,15866000
2005-03-21,1.8439359777578215,1.867783469131211,1.8075585890120835,1.8277682065963745,17324000
2005-03-22,1.8229178189343114,1.8576785421909268,1.8221092955550786,1.8350435495376587,14738000
2005-03-23,1.8269597651381448,1.8997147309554296,1.8269597651381448,1.8366605043411255,12348000
